userId,choreTypeName
173275665,שמירה
022825031,תרבות
689084425,תרבות
823487662,תרבות
049426216,שטיפה
520670674,תרבות
161197110,חדא אמצש
423203338,חדא אמצש
458016762,חדא אמצש
278129156,שטיפה
247956263,תרבות
445245558,תרבות
654074593,תרבות
358040553,תרבות
317173284,שטיפה
986275815,חדא אמצש
180429765,תרבות
798645079,חדא אמצש
487990985,חדא אמצש
357444520,תרבות
532051752,חדא אמצש
856685608,תרבות
861927188,שמירה
377340982,שמירה
436759840,שטיפה
770532085,תרבות
943555442,בקר
317173284,בישול שבת
335141342,תרבות
830295646,שמירה
340125942,שטיפה
724473105,חדא אמצש
475719856,שטיפה
862910564,שטיפה
681378872,שטיפה
266509197,תרבות
994032568,תרבות
473739707,חדא אמצש
351368627,שטיפה
804790549,תרבות
678936616,תרבות
640991861,שטיפה
863983022,תרבות
547623982,שטיפה
180017380,חדא אמצש
841922502,חדא אמצש
121806052,תרבות
480047487,תרבות
358040553,בישול שבת
958442098,חדא אמצש
315826201,חדא אמצש
510291671,חדא אמצש
231885469,תרבות
669491606,שטיפה
687802825,תרבות
143978604,שמירה
137659282,תרבות
246129760,שמירה
580624494,בישול שבת
468254910,שטיפה
560243495,חדא אמצש
664006767,תרבות
687039556,חדא אמצש
991561756,חדא אמצש
572553098,חדא אמצש
975003349,תרבות
971739178,חדא אמצש
179779530,בישול שבת
626392700,שטיפה
855524902,חדא אמצש
626125772,שטיפה
418471257,שטיפה
029677308,תרבות
116789418,חדא אמצש
514701988,שמירה
155001293,תרבות
871301848,תרבות
897761481,חדא אמצש
040910850,בישול שבת
029917121,חדא אמצש
740872313,שמירה
560243495,שמירה
385816548,תרבות
474505687,תרבות
960212254,שמירה
483022715,שמירה
073372950,בישול שבת
122915959,תרבות
850224962,שמירה
045223571,חדא אמצש
842038097,תרבות
770496987,תרבות
721055717,תרבות
611371999,תרבות
532051752,בישול שבת
329445822,תרבות
489675695,שטיפה
411114746,שטיפה
601108303,תרבות
514453573,תרבות
569922001,שטיפה
508823430,שטיפה
012981051,שמירה
246129760,תרבות
585935374,חדא אמצש
863787339,שטיפה
860676126,תרבות
933148334,חדא אמצש
024874402,שמירה
102328800,חדא אמצש
445092317,שמירה
299523749,תרבות
551662926,שמירה
913383534,תרבות
493121602,חדא אמצש
347735419,תרבות
294866175,שמירה
315770454,תרבות
394715868,חדא אמצש
281904207,תרבות
241059610,חדא אמצש
373389465,שמירה
659177074,חדא אמצש
803115617,תרבות
935485554,חדא אמצש
334493519,שמירה
681856736,חדא אמצש
720326814,חדא אמצש
995483389,חדא אמצש
009805535,חדא אמצש
481482909,שטיפה
785728749,שמירה
444543787,חדא אמצש
762427956,שטיפה
403255844,תרבות
577934418,חדא אמצש
121806052,בישול שבת
161604557,תרבות
236792183,תרבות
301155166,חדא אמצש
206733738,שמירה
960212254,חדא אמצש
493121602,תרבות
394761269,חדא אמצש
526681663,בקר
848519781,חדא אמצש
428326906,חדא אמצש
686396464,תרבות
156016295,שטיפה
383567236,חדא אמצש
385877364,חדא אמצש
452805559,שטיפה
997674091,שטיפה
861927188,חדא אמצש
361490605,תרבות
872622494,חדא אמצש
392310933,שמירה
734445293,תרבות
514448179,שטיפה
686396464,חדא אמצש
738423186,תרבות
166638529,שמירה
774350597,תרבות
011947902,תרבות
773195647,תרבות
402968085,שטיפה
308024282,חדא אמצש
405866222,חדא אמצש
386674212,תרבות
559358149,שמירה
609366509,תרבות
818415171,תרבות
932145216,שטיפה
253261382,שטיפה
704023361,שטיפה
265879557,שטיפה
328670390,תרבות
862341815,שמירה
229971094,שמירה
155001293,שטיפה
675122839,חדא אמצש
863787339,חדא אמצש
528291503,תרבות
514448179,חדא אמצש
289828810,חדא אמצש
428811114,תרבות
971925565,תרבות
774350597,חדא אמצש
940313678,חדא אמצש
668291889,שטיפה
452677408,חדא אמצש
601108303,שטיפה
201950118,חדא אמצש
453497051,חדא אמצש
794508129,תרבות
392733362,חדא אמצש
950106383,תרבות
045126555,בישול שבת
020106829,שמירה
385405751,שמירה
611721739,תרבות
952425516,תרבות
584132402,חדא אמצש
921263865,שמירה
146544828,חדא אמצש
818415171,שמירה
734200807,תרבות
029677308,חדא אמצש
351368627,חדא אמצש
765888198,שטיפה
876755536,תרבות
807617134,תרבות
832513448,תרבות
564223498,תרבות
520670674,חדא אמצש
761193248,חדא אמצש
934444007,תרבות
525391059,שטיפה
490638973,חדא אמצש
648208506,שמירה
521438175,בישול שבת
279292347,תרבות
867123686,חדא אמצש
920915024,שטיפה
049810378,שטיפה
271635459,חדא אמצש
809664205,בקר
752158129,תרבות
187612268,חדא אמצש
233021379,שמירה
897708851,שטיפה
753073939,תרבות
791085507,חדא אמצש
752508693,תרבות
281570894,שמירה
456815142,חדא אמצש
453497051,שמירה
791228935,שמירה
648208506,חדא אמצש
656087802,שמירה
408212324,שמירה
557849312,חדא אמצש
480047487,שטיפה
811132286,חדא אמצש
385816548,חדא אמצש
867244889,תרבות
656087802,תרבות
565083593,תרבות
687802825,שטיפה
337248976,שטיפה
161197110,בישול שבת
002070472,חדא אמצש
932759915,שטיפה
110597906,שטיפה
219247738,חדא אמצש
099740374,תרבות
151173459,בישול שבת
271429431,שטיפה
981198949,חדא אמצש
490638973,שמירה
807951773,חדא אמצש
940975054,שמירה
427671993,תרבות
780520191,תרבות
789804557,חדא אמצש
585566509,שטיפה
334493519,חדא אמצש
364111822,שטיפה
045126555,שטיפה
469723554,תרבות
247956263,שטיפה
120109825,חדא אמצש
341301511,תרבות
495158079,חדא אמצש
095527021,תרבות
456815142,שטיפה
002070472,תרבות
127040567,שמירה
436291288,שטיפה
021530909,תרבות
994032568,שטיפה
562735726,חדא אמצש
672498336,שטיפה
971925565,חדא אמצש
468665062,שמירה
440494554,תרבות
120109825,תרבות
306045192,שמירה
055867917,שטיפה
370949773,בישול שבת
146544828,תרבות
033161739,שטיפה
628893174,שטיפה
728202745,שמירה
906174156,חדא אמצש
693039136,בישול שבת
073372950,תרבות
029677308,שטיפה
299523749,שמירה
514701988,שטיפה
949570089,חדא אמצש
532051752,תרבות
159169179,שטיפה
568462686,שטיפה
280017077,תרבות
807666918,שמירה
340125942,חדא אמצש
391593954,תרבות
991561756,תרבות
261554990,חדא אמצש
638601093,שמירה
473682313,תרבות
616020145,שמירה
742256481,שמירה
425307349,שטיפה
401712205,חדא אמצש
261554990,תרבות
612055548,שמירה
264792793,בישול שבת
229081334,שמירה
558329919,חדא אמצש
355129085,חדא אמצש
353856698,שטיפה
222071328,חדא אמצש
781457704,חדא אמצש
600158113,תרבות
992089248,שטיפה
081399454,חדא אמצש
638601093,תרבות
802174985,חדא אמצש
686396464,בישול שבת
787813054,תרבות
273478449,חדא אמצש
005384491,שטיפה
799114607,שטיפה
251359195,תרבות
960352171,בישול שבת
255605535,חדא אמצש
054281829,שמירה
380540777,חדא אמצש
281912123,שטיפה
240390677,שטיפה
672719556,חדא אמצש
577934418,תרבות
418732687,שמירה
311472499,שטיפה
383549759,חדא אמצש
952425516,חדא אמצש
053594577,חדא אמצש
949773409,חדא אמצש
013538751,תרבות
347348111,שטיפה
173275665,שטיפה
393791727,תרבות
635743075,תרבות
838230603,תרבות
151368594,חדא אמצש
263875987,חדא אמצש
734445293,שטיפה
954602138,חדא אמצש
608266886,תרבות
540596484,חדא אמצש
175504767,תרבות
555725487,שמירה
913383534,שטיפה
392310933,חדא אמצש
545825500,שטיפה
318805881,שמירה
383861881,תרבות
577934418,שמירה
053824737,תרבות
032943552,תרבות
385405751,חדא אמצש
233021379,תרבות
333543019,שמירה
002070472,שטיפה
652847645,תרבות
300937540,שמירה
662107323,שמירה
443108577,שטיפה
538068416,שמירה
862910564,חדא אמצש
472647051,שטיפה
681107173,חדא אמצש
724473105,תרבות
169657594,שמירה
129382077,תרבות
134892183,חדא אמצש
475719856,שמירה
269210025,שטיפה
099740374,בקר
770265700,חדא אמצש
883412370,שמירה
985364823,תרבות
095431962,שטיפה
991392499,חדא אמצש
329445822,שמירה
588180501,תרבות
407427465,חדא אמצש
802174985,שטיפה
066263609,חדא אמצש
864699724,חדא אמצש
162631453,שטיפה
279292347,שמירה
829003854,תרבות
203895641,שטיפה
255896305,שמירה
611371999,שמירה
711565843,תרבות
402968085,חדא אמצש
560243495,תרבות
350708885,חדא אמצש
299523749,חדא אמצש
957538494,תרבות
436291288,שמירה
025497965,שמירה
685289270,חדא אמצש
330781628,שטיפה
796126918,חדא אמצש
293614497,תרבות
508967170,חדא אמצש
485174915,בישול שבת
087458946,בקר
605184746,תרבות
801892732,שטיפה
807617134,שמירה
016066027,חדא אמצש
348390911,חדא אמצש
773195647,חדא אמצש
862341815,חדא אמצש
850760197,חדא אמצש
761193248,תרבות
923032923,תרבות
442240499,שמירה
279292347,חדא אמצש
459367125,תרבות
116114439,תרבות
925676383,תרבות
586160170,שטיפה
968162389,שטיפה
669491606,תרבות
921899757,בישול שבת
966784135,תרבות
030838836,חדא אמצש
798486511,תרבות
453560919,חדא אמצש
317534242,שטיפה
293970060,תרבות
734200807,שמירה
339805031,שמירה
866267493,חדא אמצש
906075728,שטיפה
849506226,תרבות
894037381,חדא אמצש
235775072,חדא אמצש
339805031,שטיפה
028905619,חדא אמצש
990927574,תרבות
831273885,חדא אמצש
560321102,תרבות
466486654,בישול שבת
656002783,שטיפה
311713632,תרבות
337248976,שמירה
940754796,שמירה
521438175,חדא אמצש
055867917,שמירה
066775658,תרבות
833651313,שמירה
611721739,שמירה
122823229,תרבות
317744035,חדא אמצש
146544828,שמירה
066775658,חדא אמצש
125438252,תרבות
339805031,תרבות
328877670,תרבות
876892546,תרבות
885126211,שמירה
842414799,תרבות
550283599,חדא אמצש
326418860,שטיפה
918808779,שטיפה
322768120,תרבות
405866222,שטיפה
667404838,בישול שבת
175504767,שטיפה
721508025,חדא אמצש
642382663,חדא אמצש
243143438,חדא אמצש
443108577,שמירה
418110517,תרבות
920915024,תרבות
784832769,שטיפה
750669412,תרבות
656679288,תרבות
539281983,שמירה
959533775,חדא אמצש
600158113,שמירה
942485691,בישול שבת
678936616,חדא אמצש
163045572,חדא אמצש
867123686,תרבות
049810378,שמירה
489422528,שמירה
161604557,שמירה
961836756,חדא אמצש
444712296,שטיפה
166638529,חדא אמצש
720326814,שמירה
990927574,בקר
148787215,תרבות
851420918,תרבות
264792793,שמירה
543512267,תרבות
028905619,תרבות
565083593,בקר
774350597,שטיפה
588384872,שטיפה
944185913,תרבות
031734064,חדא אמצש
053594577,שטיפה
173427430,תרבות
991561756,שטיפה
015371975,חדא אמצש
017114116,שמירה
446816871,חדא אמצש
672498336,שמירה
269102571,חדא אמצש
510291671,שטיפה
135985058,תרבות
221235943,חדא אמצש
335612899,בישול שבת
782376733,שמירה
337529867,תרבות
166182181,חדא אמצש
263875987,תרבות
440077642,שמירה
005384491,תרבות
689099858,חדא אמצש
770513428,שטיפה
863966014,תרבות
099740374,שטיפה
445304012,תרבות
180429765,חדא אמצש
255573095,תרבות
721918870,שמירה
897000613,שמירה
514701988,חדא אמצש
898191608,חדא אמצש
490493532,שמירה
588180501,חדא אמצש
600699048,שטיפה
800308426,חדא אמצש
446816871,שמירה
092445625,שמירה
761193248,שטיפה
143978604,שטיפה
472647051,שמירה
612055548,חדא אמצש
968595682,תרבות
015371975,תרבות
265879557,תרבות
461377403,תרבות
241213430,בקר
255198104,שטיפה
655802590,שטיפה
012981051,תרבות
608465178,שטיפה
009181190,חדא אמצש
789147633,שמירה
452677408,שמירה
921899757,שטיפה
308024282,תרבות
810828693,תרבות
180017380,תרבות
287167677,שמירה
710906231,שמירה
099893469,בישול שבת
991561756,בישול שבת
943776328,שטיפה
418110517,שטיפה
797515777,שטיפה
705570488,חדא אמצש
625430991,תרבות
453560919,תרבות
982922623,חדא אמצש
689084425,שטיפה
306045192,תרבות
144600433,שמירה
293970060,חדא אמצש
640991861,תרבות
009805535,תרבות
959533775,תרבות
002675952,שטיפה
781457704,שמירה
787813054,שטיפה
430351417,תרבות
039523069,חדא אמצש
934024513,חדא אמצש
585209142,בקר
816846683,שטיפה
809664205,חדא אמצש
458016762,שטיפה
394761269,תרבות
657101496,חדא אמצש
061409220,חדא אמצש
049426216,תרבות
351368627,בקר
648449677,שטיפה
913383534,שמירה
211127786,תרבות
982922623,תרבות
978793897,שטיפה
452805559,שמירה
358907060,בקר
807951773,שטיפה
655802590,שמירה
017752028,שמירה
877526289,שמירה
787813054,חדא אמצש
679410047,תרבות
557849312,שטיפה
144256871,שטיפה
276448742,חדא אמצש
129382077,שטיפה
768225392,תרבות
061713539,בקר
952484274,תרבות
047891708,שמירה
510454169,שמירה
241213430,שטיפה
350652952,שטיפה
247956263,חדא אמצש
838230603,שטיפה
730217592,בישול שבת
199430601,שמירה
982922623,שטיפה
291438832,תרבות
022825031,שטיפה
600699048,תרבות
229971094,בקר
950106383,חדא אמצש
143327192,שמירה
873224266,שטיפה
255198104,חדא אמצש
675122839,בקר
066263609,תרבות
333543019,חדא אמצש
269102571,שמירה
075717905,שטיפה
983895757,שמירה
527851563,תרבות
921285947,תרבות
882651719,חדא אמצש
135985058,שמירה
789632070,שמירה
053594577,תרבות
422345289,חדא אמצש
489675695,תרבות
861927188,תרבות
383549759,שטיפה
002675952,חדא אמצש
869253164,חדא אמצש
073372950,חדא אמצש
705570488,תרבות
848402531,תרבות
180429765,שטיפה
720326814,שטיפה
520670674,שמירה
724568381,תרבות
281912123,שמירה
514453573,חדא אמצש
415386573,תרבות
721055717,שמירה
187612268,שמירה
201720951,שטיפה
551593733,חדא אמצש
584103598,חדא אמצש
169657594,חדא אמצש
242360598,חדא אמצש
863966014,חדא אמצש
463884564,שטיפה
333543019,שטיפה
856413207,שטיפה
261837029,שטיפה
392733362,שמירה
727186286,חדא אמצש
564722225,תרבות
295250257,שטיפה
311713632,שטיפה
824722032,חדא אמצש
317173284,תרבות
358907060,תרבות
308024282,שטיפה
583314118,חדא אמצש
408212324,חדא אמצש
825553521,שמירה
249635664,תרבות
731064331,חדא אמצש
472647051,חדא אמצש
617845920,שטיפה
271429431,חדא אמצש
782988313,תרבות
625430991,חדא אמצש
906382543,תרבות
667716327,תרבות
925676383,שטיפה
626225718,שטיפה
932145216,תרבות
508967170,תרבות
299481825,חדא אמצש
055867917,תרבות
518443215,חדא אמצש
604985292,תרבות
049810378,תרבות
724568381,חדא אמצש
315671863,תרבות
654074593,חדא אמצש
728202745,שטיפה
082532921,שטיפה
560321102,שטיפה
011947902,בישול שבת
518443215,תרבות
466822615,שטיפה
032943552,שטיפה
789147633,חדא אמצש
645705210,תרבות
201720951,חדא אמצש
767592302,בישול שבת
752508693,חדא אמצש
317744035,תרבות
276448742,תרבות
393791727,שטיפה
996961281,שמירה
985364823,חדא אמצש
265071918,שמירה
382814545,שמירה
185891412,בישול שבת
280843691,שטיפה
361490605,שטיפה
600699048,שמירה
358040553,שטיפה
762340889,תרבות
503333193,חדא אמצש
884065511,חדא אמצש
811132286,שמירה
370949773,שמירה
784832769,תרבות
338076575,חדא אמצש
770057641,שמירה
289828810,שמירה
383861881,חדא אמצש
770496987,חדא אמצש
205848263,שמירה
525837449,תרבות
780520191,שטיפה
430351417,שטיפה
013538751,חדא אמצש
383880472,שטיפה
528822171,חדא אמצש
200065857,תרבות
561933550,שמירה
235775072,תרבות
453497051,תרבות
600699048,חדא אמצש
807617134,חדא אמצש
459367125,שמירה
104869328,שמירה
039523069,תרבות
325040953,שמירה
463984617,שטיפה
600385201,שמירה
511527999,חדא אמצש
438985746,חדא אמצש
