userChoreId,userId,choreTypeName,date,originDate,isMark
83,474505687,חדא אמצש,2018-06-09 16:17:00,2019-02-21 00:48:19,false
84,326501808,שטיפה,2019-07-05 11:30:24,2019-01-13 14:45:15,false
85,278129156,שמירה,2019-11-11 17:56:14,2020-02-13 21:54:28,true
86,364111822,שמירה,2018-07-27 22:25:07,2019-09-30 14:34:39,false
87,801892732,תרבות,2019-08-23 05:51:01,2020-03-14 17:08:17,false
88,143327192,חדא אמצש,2018-05-18 06:33:08,2019-09-02 07:23:53,false
89,239607516,שמירה,2020-01-20 06:02:24,2018-06-03 11:35:59,false
90,337248976,חדא אמצש,2019-12-09 01:32:37,2019-06-26 23:54:14,false
91,626225718,חדא אמצש,2019-06-17 06:31:07,2018-06-29 21:29:29,false
92,444712296,תרבות,2018-07-30 21:05:40,2019-07-10 22:43:33,false
93,849506226,שמירה,2019-11-27 17:03:09,2019-08-24 00:48:56,false
94,373031318,שמירה,2018-12-24 12:48:50,2019-04-17 21:40:15,false
95,842414799,חדא אמצש,2019-12-08 19:34:38,2019-10-14 18:44:21,false
96,194536467,חדא אמצש,2019-10-22 00:46:38,2020-02-16 07:04:56,false
97,985364823,שטיפה,2018-11-25 20:01:24,2018-11-18 12:10:55,false
98,087406880,תרבות,2018-06-26 00:11:31,2018-09-30 03:06:10,false
99,280424426,שטיפה,2019-09-02 13:07:58,2019-06-29 16:06:27,false
100,185891412,שטיפה,2019-12-16 11:10:24,2020-05-09 11:26:48,false
101,833659428,שמירה,2020-03-05 02:10:35,2018-06-01 16:13:07,false
102,957285362,חדא אמצש,2018-09-09 01:29:30,2018-12-11 14:47:43,false
103,325040953,בקר,2019-12-01 12:34:48,2019-10-13 15:06:45,true
104,107448715,תרבות,2020-02-10 19:28:49,2020-03-14 20:07:21,false
105,203895641,תרבות,2020-03-02 22:26:45,2018-06-15 20:27:16,false
106,130526707,שטיפה,2018-12-11 02:52:46,2018-11-07 13:11:29,false
107,719379389,חדא אמצש,2019-11-22 20:45:05,2019-05-24 16:43:08,false
108,545825500,חדא אמצש,2018-07-27 11:51:46,2018-12-21 18:07:23,false
109,022825031,חדא אמצש,2019-10-02 01:20:22,2019-12-10 15:10:59,true
110,166182181,תרבות,2020-01-30 15:15:45,2020-02-22 10:26:55,true
111,892435077,תרבות,2019-11-22 18:20:33,2020-04-07 08:55:28,true
112,264810214,בישול שבת,2018-09-30 13:39:10,2019-02-14 16:15:17,false
113,486821956,חדא אמצש,2018-10-25 05:21:24,2019-01-26 19:10:26,false
114,977542963,שמירה,2018-08-13 15:01:07,2020-02-15 10:26:33,false
115,807666918,חדא אמצש,2019-12-04 09:19:31,2019-10-20 12:07:58,true
116,616020145,חדא אמצש,2018-09-11 18:46:15,2019-11-13 04:37:08,false
117,471046851,תרבות,2019-04-05 23:28:49,2019-07-28 01:19:29,false
118,017114116,שטיפה,2019-04-27 16:19:41,2018-06-11 23:29:36,false
119,991392499,שטיפה,2020-01-08 22:22:19,2018-06-02 18:17:11,false
120,417446645,תרבות,2018-05-18 10:50:09,2019-01-09 13:44:45,false
121,952484274,חדא אמצש,2018-06-19 17:25:33,2018-09-13 09:38:18,false
122,863003871,שטיפה,2019-08-11 04:34:06,2019-08-20 08:24:16,true
123,305771879,תרבות,2019-03-16 20:03:01,2020-04-24 06:58:54,false
124,487990985,תרבות,2019-07-24 16:37:55,2019-01-27 14:10:35,false
125,687500122,שטיפה,2019-03-09 02:12:24,2020-01-30 08:24:34,false
126,277894686,חדא אמצש,2020-04-13 03:37:17,2020-01-27 17:19:44,false
127,110597906,שמירה,2018-08-23 21:56:32,2018-07-21 09:25:34,false
128,830295646,חדא אמצש,2019-08-24 00:06:16,2019-12-31 03:47:10,false
129,666106654,שטיפה,2018-12-19 14:13:17,2018-12-19 00:13:48,false
130,431601280,תרבות,2019-02-10 04:26:24,2019-04-14 01:04:16,false
131,173275665,שמירה,2020-02-11 22:50:45,2018-06-30 14:38:36,false
132,022825031,תרבות,2018-09-10 00:47:52,2018-10-15 12:34:19,false
133,689084425,תרבות,2019-05-18 17:44:20,2018-06-12 21:00:57,false
134,823487662,תרבות,2019-06-21 15:15:34,2018-06-07 03:17:29,false
135,049426216,שטיפה,2018-07-28 10:23:16,2020-03-28 13:23:26,false
136,520670674,תרבות,2019-10-29 23:50:28,2019-10-10 05:40:21,false
137,161197110,חדא אמצש,2020-05-07 02:04:21,2019-10-05 06:27:20,true
138,423203338,חדא אמצש,2019-11-24 09:36:41,2019-07-18 22:57:28,false
139,458016762,חדא אמצש,2019-12-27 20:14:20,2020-01-08 21:13:51,false
140,278129156,שטיפה,2020-02-09 06:25:28,2018-06-14 17:11:07,false
141,247956263,תרבות,2020-02-13 07:04:30,2020-02-02 02:56:17,false
142,445245558,תרבות,2019-10-23 11:44:18,2018-06-23 18:53:15,false
143,654074593,תרבות,2020-01-21 17:47:33,2018-05-18 21:19:16,false
144,358040553,תרבות,2019-11-14 08:46:40,2019-04-21 17:13:58,false
145,317173284,שטיפה,2019-09-17 10:48:35,2018-05-19 09:53:40,false
146,986275815,חדא אמצש,2019-11-19 22:41:54,2018-12-15 23:32:07,false
147,180429765,תרבות,2018-09-30 19:58:18,2018-11-04 19:34:01,false
148,798645079,חדא אמצש,2018-10-05 10:03:39,2019-06-01 01:11:26,false
149,487990985,חדא אמצש,2018-11-23 21:36:18,2018-11-05 22:08:33,false
150,357444520,תרבות,2020-04-08 01:02:44,2019-08-15 03:34:56,true
151,532051752,חדא אמצש,2018-11-07 05:26:22,2018-08-04 20:08:13,false
152,856685608,תרבות,2019-11-20 17:39:02,2018-08-05 12:33:47,false
153,861927188,שמירה,2019-10-28 17:47:13,2018-06-18 19:19:15,false
154,377340982,שמירה,2020-01-17 07:59:48,2019-04-17 05:28:31,false
155,436759840,שטיפה,2018-07-03 01:05:29,2019-01-15 03:18:33,false
156,770532085,תרבות,2019-04-23 11:58:48,2020-01-28 12:37:28,false
157,943555442,בקר,2019-06-23 14:52:36,2019-04-19 01:38:59,false
158,317173284,בישול שבת,2019-01-05 12:32:11,2020-04-27 19:58:33,false
159,335141342,תרבות,2019-07-10 09:35:47,2019-06-10 04:10:07,false
160,830295646,שמירה,2020-03-07 21:43:39,2020-04-28 16:11:21,false
161,340125942,שטיפה,2019-03-19 05:05:48,2019-08-30 22:05:36,false
162,724473105,חדא אמצש,2020-05-05 05:47:48,2018-07-19 03:54:01,false
163,475719856,שטיפה,2020-03-19 00:36:40,2018-06-12 05:18:48,false
164,862910564,שטיפה,2018-10-23 03:01:20,2019-03-06 12:00:06,false
165,681378872,שטיפה,2018-05-27 21:58:49,2019-09-25 01:35:46,false
166,266509197,תרבות,2019-04-27 03:56:26,2020-01-23 09:15:54,false
167,994032568,תרבות,2020-05-10 15:55:23,2019-10-24 09:34:23,false
168,473739707,חדא אמצש,2019-11-14 18:21:17,2019-12-31 10:16:10,false
169,351368627,שטיפה,2018-08-02 16:01:38,2018-11-30 08:15:12,false
170,804790549,תרבות,2019-02-25 18:36:51,2019-06-28 07:00:46,false
171,678936616,תרבות,2019-03-10 01:55:18,2019-09-19 19:07:53,false
172,640991861,שטיפה,2018-12-17 10:41:02,2018-10-20 03:14:24,false
173,863983022,תרבות,2018-10-30 01:07:08,2018-08-06 07:51:56,false
174,547623982,שטיפה,2019-10-19 07:22:07,2018-07-20 21:36:43,false
175,180017380,חדא אמצש,2018-09-20 13:47:20,2019-11-06 09:34:11,false
176,841922502,חדא אמצש,2018-06-30 23:51:46,2020-04-13 23:29:52,false
177,121806052,תרבות,2018-08-27 13:42:59,2018-08-07 14:08:19,false
178,480047487,תרבות,2019-06-05 01:36:57,2019-05-26 17:56:40,false
179,358040553,בישול שבת,2019-02-14 12:31:09,2019-11-27 08:24:56,false
180,958442098,חדא אמצש,2019-02-09 09:42:20,2019-12-16 18:22:50,false
181,315826201,חדא אמצש,2019-04-04 08:30:57,2020-01-16 07:58:06,false
182,510291671,חדא אמצש,2020-03-31 22:18:40,2018-05-24 11:02:50,false
183,231885469,תרבות,2018-07-10 18:21:10,2019-12-22 11:55:25,false
184,669491606,שטיפה,2020-04-16 02:16:16,2019-12-16 22:32:31,false
185,687802825,תרבות,2020-02-13 23:23:32,2019-03-28 00:40:38,false
186,143978604,שמירה,2020-04-02 03:54:52,2018-05-31 09:16:34,false
187,137659282,תרבות,2020-02-20 05:36:33,2018-06-11 09:04:01,false
188,246129760,שמירה,2019-03-10 02:34:48,2018-10-20 19:47:52,false
189,580624494,בישול שבת,2019-11-17 09:38:15,2018-12-25 20:09:09,false
190,468254910,שטיפה,2018-08-09 13:44:15,2019-06-09 07:31:47,false
191,560243495,חדא אמצש,2018-08-12 12:20:29,2018-09-13 21:03:35,false
192,664006767,תרבות,2019-11-03 23:08:21,2019-01-02 01:10:08,false
193,687039556,חדא אמצש,2019-01-28 23:04:26,2019-12-21 23:03:48,false
194,991561756,חדא אמצש,2018-11-22 09:52:32,2019-10-30 05:28:54,false
195,572553098,חדא אמצש,2019-02-19 23:40:47,2018-06-03 06:44:50,false
196,975003349,תרבות,2019-11-11 02:19:05,2019-08-31 21:56:31,false
197,971739178,חדא אמצש,2018-08-24 23:28:19,2018-10-01 08:01:49,false
198,179779530,בישול שבת,2018-05-21 12:16:34,2018-11-27 00:17:58,false
199,626392700,שטיפה,2018-11-02 11:12:31,2018-07-07 22:40:15,false
200,855524902,חדא אמצש,2018-08-19 18:43:04,2019-06-28 03:28:10,false
201,626125772,שטיפה,2019-02-28 07:17:20,2019-11-28 13:32:29,false
202,418471257,שטיפה,2019-02-14 20:59:11,2019-06-14 10:59:37,false
203,029677308,תרבות,2018-11-08 05:48:21,2019-08-19 02:25:16,false
204,116789418,חדא אמצש,2019-11-16 03:59:28,2019-06-15 20:57:22,false
205,514701988,שמירה,2019-02-05 23:04:08,2019-10-01 19:25:08,false
206,155001293,תרבות,2019-01-25 15:11:48,2018-07-04 17:14:10,false
207,871301848,תרבות,2019-06-01 03:18:50,2018-06-02 23:14:35,false
208,897761481,חדא אמצש,2018-07-18 21:31:17,2018-12-31 13:55:38,false
209,040910850,בישול שבת,2019-02-25 15:18:26,2019-08-22 00:24:22,false
210,029917121,חדא אמצש,2019-09-26 20:34:50,2018-12-24 10:46:27,false
211,740872313,שמירה,2019-02-26 17:55:34,2018-11-26 00:30:27,false
212,560243495,שמירה,2019-09-16 13:32:54,2019-02-10 20:43:09,false
213,385816548,תרבות,2019-10-10 05:18:39,2020-05-03 00:23:02,true
214,474505687,תרבות,2019-09-18 01:46:11,2018-05-19 14:49:40,false
215,960212254,שמירה,2018-10-23 07:19:30,2019-06-28 00:21:13,false
216,483022715,שמירה,2019-09-07 07:38:32,2018-05-21 12:56:29,false
217,073372950,בישול שבת,2019-01-07 17:57:18,2019-02-17 05:13:49,false
218,122915959,תרבות,2019-02-08 04:11:05,2019-11-04 15:27:54,false
219,850224962,שמירה,2019-02-24 07:20:00,2020-03-09 19:57:34,false
220,045223571,חדא אמצש,2019-02-02 10:47:20,2018-12-28 02:54:02,false
221,842038097,תרבות,2018-08-19 05:41:13,2018-09-25 21:13:51,false
222,770496987,תרבות,2019-04-21 22:21:39,2020-02-10 17:10:47,false
223,721055717,תרבות,2019-01-11 18:46:11,2018-08-29 06:21:35,false
224,611371999,תרבות,2019-04-09 14:08:59,2019-04-19 21:16:26,false
225,532051752,בישול שבת,2018-07-25 03:12:25,2018-10-14 12:50:51,false
226,329445822,תרבות,2018-11-03 09:59:16,2018-07-18 09:29:59,false
227,489675695,שטיפה,2019-02-16 15:09:31,2018-06-21 23:25:40,false
228,411114746,שטיפה,2019-08-14 11:08:04,2018-08-19 22:23:04,false
229,601108303,תרבות,2019-02-19 17:07:28,2019-11-12 12:13:23,false
230,514453573,תרבות,2018-05-28 20:18:52,2020-05-10 22:57:40,false
231,569922001,שטיפה,2019-08-08 13:46:34,2019-12-01 09:59:38,false
232,508823430,שטיפה,2020-05-08 21:30:34,2018-12-09 06:16:13,false
233,012981051,שמירה,2019-12-19 12:33:27,2019-04-30 03:58:33,false
234,246129760,תרבות,2018-12-18 03:36:28,2020-03-30 23:09:56,false
235,585935374,חדא אמצש,2018-11-15 17:49:52,2019-06-26 20:47:27,false
236,863787339,שטיפה,2018-09-12 14:17:10,2018-05-21 08:46:06,false
237,860676126,תרבות,2019-03-31 22:58:34,2019-06-12 11:20:43,false
238,933148334,חדא אמצש,2019-07-20 11:20:47,2020-03-29 16:35:41,false
239,024874402,שמירה,2019-07-30 13:13:58,2019-11-29 07:11:07,false
240,102328800,חדא אמצש,2019-01-01 13:52:58,2019-01-06 13:39:40,false
241,445092317,שמירה,2018-06-24 09:39:10,2019-08-05 11:23:41,false
242,299523749,תרבות,2019-02-07 12:46:36,2019-05-22 14:38:11,false
243,551662926,שמירה,2020-02-27 05:02:22,2018-08-13 14:42:23,false
244,913383534,תרבות,2020-05-06 11:06:54,2020-02-07 09:38:31,false
245,493121602,חדא אמצש,2019-04-23 18:41:04,2019-07-26 13:49:09,false
246,347735419,תרבות,2020-02-26 14:38:14,2019-11-17 15:26:11,false
247,294866175,שמירה,2020-04-09 22:53:26,2020-01-18 11:22:15,false
248,315770454,תרבות,2018-06-20 11:55:13,2018-11-28 19:39:47,false
249,394715868,חדא אמצש,2020-04-22 12:11:46,2019-07-02 08:55:44,false
250,281904207,תרבות,2019-09-12 10:15:58,2020-02-09 23:53:30,true
251,241059610,חדא אמצש,2018-06-01 05:13:06,2018-06-23 19:49:41,false
252,373389465,שמירה,2019-03-20 03:17:05,2019-02-15 21:57:16,false
253,659177074,חדא אמצש,2020-02-27 17:03:56,2018-08-02 11:06:35,false
254,803115617,תרבות,2020-02-24 22:04:19,2020-03-02 11:50:39,false
255,935485554,חדא אמצש,2019-11-13 09:56:53,2018-07-09 14:57:28,false
256,334493519,שמירה,2018-12-01 06:19:41,2019-01-23 05:57:16,false
257,681856736,חדא אמצש,2018-08-05 09:20:40,2019-12-22 05:50:43,false
258,720326814,חדא אמצש,2019-07-09 16:17:57,2018-06-14 00:46:06,false
259,995483389,חדא אמצש,2019-03-08 14:23:54,2019-08-19 23:12:57,false
260,009805535,חדא אמצש,2018-10-02 06:30:20,2018-06-04 16:54:53,false
261,481482909,שטיפה,2019-04-04 06:18:42,2019-05-12 21:18:39,false
262,785728749,שמירה,2019-06-06 00:15:15,2019-08-06 15:43:31,true
263,444543787,חדא אמצש,2019-01-24 07:58:47,2019-11-09 00:48:02,false
264,762427956,שטיפה,2018-12-30 12:27:28,2020-03-09 16:51:14,false
265,403255844,תרבות,2019-06-27 00:49:31,2019-06-10 21:37:41,false
266,577934418,חדא אמצש,2019-03-04 04:55:08,2019-08-21 16:38:05,false
267,121806052,בישול שבת,2019-11-12 06:57:42,2019-06-01 16:11:23,true
268,161604557,תרבות,2019-12-12 00:53:52,2018-06-19 22:07:44,false
269,236792183,תרבות,2019-09-16 08:51:36,2018-11-25 02:24:34,false
270,301155166,חדא אמצש,2019-11-17 00:03:47,2019-01-04 01:25:29,false
271,206733738,שמירה,2019-04-17 22:33:25,2018-06-02 22:01:33,false
272,960212254,חדא אמצש,2020-01-13 15:56:05,2020-04-15 01:55:31,true
273,493121602,תרבות,2018-12-21 14:35:43,2019-10-22 04:20:57,false
274,394761269,חדא אמצש,2019-10-12 22:12:12,2019-12-22 21:21:01,true
275,526681663,בקר,2020-02-16 01:39:26,2020-04-24 07:13:59,true
276,848519781,חדא אמצש,2018-08-25 09:47:33,2019-03-07 08:01:11,false
277,428326906,חדא אמצש,2019-10-27 22:26:18,2019-03-01 03:53:15,false
278,686396464,תרבות,2018-10-26 21:16:34,2020-03-11 12:41:21,false
279,156016295,שטיפה,2019-12-27 05:58:36,2020-01-02 06:25:27,false
280,383567236,חדא אמצש,2018-08-20 19:09:29,2019-03-22 19:44:58,false
281,385877364,חדא אמצש,2019-07-25 06:06:25,2020-05-09 02:00:55,false
282,452805559,שטיפה,2019-07-12 05:07:30,2018-10-06 16:49:23,false
283,997674091,שטיפה,2019-12-19 03:40:49,2018-07-12 22:37:40,false
284,861927188,חדא אמצש,2019-03-14 09:29:12,2020-02-18 13:32:10,false
285,361490605,תרבות,2019-09-17 13:43:21,2020-03-14 19:29:09,true
286,872622494,חדא אמצש,2018-09-30 15:11:48,2018-07-10 08:44:50,false
287,392310933,שמירה,2020-02-22 09:44:34,2018-10-07 01:31:51,false
288,734445293,תרבות,2018-05-19 04:03:18,2019-08-21 08:32:03,false
289,514448179,שטיפה,2019-10-31 06:38:01,2019-11-20 09:15:51,true
290,686396464,חדא אמצש,2019-11-21 17:32:07,2018-09-13 14:46:19,false
291,738423186,תרבות,2018-08-06 05:00:08,2019-08-19 10:33:17,false
292,166638529,שמירה,2019-06-04 03:43:36,2020-04-16 01:14:49,false
293,774350597,תרבות,2019-02-01 09:29:13,2019-06-27 13:50:33,false
294,011947902,תרבות,2020-01-18 06:47:12,2019-05-30 05:16:19,true
295,773195647,תרבות,2018-09-06 18:47:59,2019-06-24 23:39:35,false
296,402968085,שטיפה,2018-11-28 05:41:24,2019-08-08 04:10:50,false
297,308024282,חדא אמצש,2018-10-04 13:39:55,2020-03-17 05:22:09,false
298,405866222,חדא אמצש,2019-09-23 00:44:34,2018-11-07 10:52:45,false
299,386674212,תרבות,2019-07-18 21:07:02,2018-09-09 03:55:11,false
300,559358149,שמירה,2019-02-13 22:08:54,2019-02-24 18:43:29,false
301,609366509,תרבות,2019-07-28 10:49:45,2019-01-09 03:24:33,false
302,818415171,תרבות,2019-08-14 18:57:39,2018-10-20 23:04:06,false
303,932145216,שטיפה,2019-11-08 16:11:35,2019-04-09 13:24:11,false
304,253261382,שטיפה,2019-06-25 13:34:16,2019-07-03 14:06:06,true
305,704023361,שטיפה,2020-04-03 10:42:02,2019-12-22 16:14:33,false
306,265879557,שטיפה,2019-11-03 12:45:18,2019-05-01 12:24:46,false
307,328670390,תרבות,2019-04-25 03:07:31,2020-02-22 19:58:02,false
308,862341815,שמירה,2019-06-18 16:38:46,2019-01-09 06:12:44,false
309,229971094,שמירה,2020-01-15 07:52:32,2019-04-07 09:55:29,false
310,155001293,שטיפה,2019-04-07 03:36:46,2020-02-12 05:31:44,false
311,675122839,חדא אמצש,2019-01-13 08:52:29,2019-08-27 16:14:33,false
312,863787339,חדא אמצש,2018-10-03 09:20:21,2018-09-12 00:00:23,false
313,528291503,תרבות,2020-05-05 13:05:07,2018-06-11 09:37:59,false
314,514448179,חדא אמצש,2019-09-17 22:22:32,2020-03-14 07:00:02,true
315,289828810,חדא אמצש,2019-12-19 08:36:32,2019-10-04 20:24:03,false
316,428811114,תרבות,2019-01-22 04:24:59,2018-12-15 23:00:13,false
317,971925565,תרבות,2020-01-08 22:14:32,2018-06-08 01:58:10,false
318,774350597,חדא אמצש,2019-02-07 12:15:25,2019-12-21 23:30:52,false
319,940313678,חדא אמצש,2019-01-20 00:35:13,2018-06-05 03:49:18,false
320,668291889,שטיפה,2019-01-13 04:23:04,2018-06-02 04:24:51,false
321,452677408,חדא אמצש,2019-10-06 21:10:12,2019-03-16 13:27:05,false
322,601108303,שטיפה,2020-01-04 10:52:57,2019-01-09 04:25:46,false
323,201950118,חדא אמצש,2019-12-04 19:33:45,2019-01-19 17:31:21,false
324,453497051,חדא אמצש,2018-06-02 10:32:15,2018-08-16 03:32:26,false
325,794508129,תרבות,2019-09-09 11:30:31,2018-08-26 09:20:44,false
326,392733362,חדא אמצש,2020-04-01 19:33:52,2020-04-14 13:59:56,true
327,950106383,תרבות,2018-05-26 09:30:23,2019-08-11 17:46:08,false
328,045126555,בישול שבת,2020-02-03 17:59:44,2018-11-16 03:26:00,false
329,020106829,שמירה,2018-10-05 06:15:38,2019-08-14 17:02:53,false
330,385405751,שמירה,2019-03-17 15:20:33,2018-12-12 15:33:51,false
331,611721739,תרבות,2020-04-10 22:13:47,2019-06-10 12:23:49,true
332,952425516,תרבות,2018-11-21 20:35:35,2018-07-10 02:02:50,false
333,584132402,חדא אמצש,2020-04-01 07:06:31,2019-04-23 21:54:42,false
334,921263865,שמירה,2018-08-02 23:51:03,2018-10-12 04:08:40,false
335,146544828,חדא אמצש,2018-09-13 12:07:04,2020-02-22 08:49:44,false
336,818415171,שמירה,2018-06-17 19:00:05,2018-10-23 02:16:26,false
337,734200807,תרבות,2019-11-10 16:08:37,2019-01-21 20:45:37,false
338,029677308,חדא אמצש,2020-01-21 09:24:03,2019-10-25 13:09:24,false
339,351368627,חדא אמצש,2018-11-23 04:56:05,2018-10-28 10:30:33,false
340,765888198,שטיפה,2019-01-09 07:22:05,2019-07-31 08:32:32,false
341,876755536,תרבות,2019-11-08 04:41:58,2019-08-29 07:57:15,true
342,807617134,תרבות,2018-10-02 17:22:33,2019-10-18 16:23:50,false
343,832513448,תרבות,2018-06-07 17:46:19,2019-03-11 11:53:30,false
344,564223498,תרבות,2019-04-18 17:19:53,2018-07-28 05:01:40,false
345,520670674,חדא אמצש,2020-02-14 01:51:21,2019-10-03 15:15:46,false
346,761193248,חדא אמצש,2019-07-11 09:18:02,2018-05-25 07:39:10,false
