userId,eventType,eventId
458016762,Announcements,434
991392499,Announcements,435
689084425,Announcements,436
280017077,Announcements,437
762427956,Announcements,438
652445512,Announcements,439
253261382,Announcements,440
702624878,Announcements,441
956368438,Announcements,442
569922001,Announcements,443
420927123,Announcements,444
263518166,Announcements,445
894594679,Announcements,446
204873899,Announcements,447
477660204,Announcements,448
394761269,Announcements,449
002675952,Announcements,450
545825500,Announcements,451
724568381,Announcements,452
640991861,Announcements,453
020106829,Announcements,454
588180501,Announcements,455
801892732,Announcements,456
940313678,Announcements,457
934444007,Announcements,458
602760199,Announcements,459
890969724,Announcements,460
514448179,Announcements,461
863966014,Announcements,462
103747374,Announcements,463
540596484,Announcements,464
261837029,Announcements,465
675122839,Announcements,466
526681663,Announcements,467
110597906,Announcements,468
760924784,Announcements,469
278702509,Announcements,470
445092317,Announcements,471
951329068,Announcements,472
527851563,Announcements,473
605356455,Announcements,474
156016295,Announcements,475
151368594,Announcements,476
472647051,Announcements,477
099893469,Announcements,478
347983092,Announcements,479
335141342,Announcements,480
605356455,Announcements,481
053824737,Announcements,482
710906231,Announcements,483
486821956,Announcements,484
397499061,Announcements,485
002675952,Announcements,486
738423186,Announcements,487
784832769,Announcements,488
001496588,Announcements,489
253513340,Announcements,490
320664765,Announcements,491
013637605,Announcements,492
382814545,Announcements,493
680643246,Announcements,494
388351501,Announcements,495
024897126,Announcements,496
033161739,Announcements,497
271635459,Announcements,498
885731447,Announcements,499
033012701,Announcements,500
756621592,Announcements,501
388351501,Announcements,502
061180845,Announcements,503
883412370,Announcements,504
768225392,Announcements,505
850224962,Announcements,506
072165440,Announcements,507
122379561,Announcements,508
142257709,Announcements,509
966042854,Announcements,510
704023361,Announcements,511
022825031,Announcements,512
706567925,Announcements,513
906715266,Announcements,514
376213835,Announcements,515
020106829,Announcements,516
808252449,Announcements,517
164387830,Announcements,518
073372950,Announcements,519
934444007,Announcements,520
605184746,Announcements,521
505318184,Announcements,522
605356455,Announcements,523
781457704,Announcements,524
122823229,Announcements,525
314110804,Announcements,526
485344529,Announcements,527
262788041,Announcements,528
611721739,Announcements,529
251359195,Announcements,530
752508693,Announcements,531
098986393,Announcements,532
201950118,Announcements,533
605356455,Announcements,534
982922623,Announcements,535
496956186,Announcements,536
954602138,Announcements,537
971739178,Announcements,538
831799272,Announcements,539
186815365,Announcements,540
710906231,Announcements,541
721055717,Announcements,542
949570089,Announcements,543
394715868,Announcements,544
373364168,Announcements,545
675627347,Announcements,546
616314141,Announcements,547
689099858,Announcements,548
616349689,Announcements,549
564223498,Announcements,550
328426466,Announcements,551
489675695,Announcements,552
496956186,Announcements,553
584132402,Announcements,554
532051752,Announcements,555
293479313,Announcements,556
092445625,Announcements,557
555198868,Announcements,558
062395479,Announcements,559
357444520,Announcements,560
037752878,Announcements,561
652445512,Announcements,562
431601280,Announcements,563
281570894,Announcements,564
013538751,Announcements,565
072165440,Announcements,566
221235943,Announcements,567
862761099,Announcements,568
600158113,Announcements,569
687039556,Announcements,570
081399454,Announcements,571
180429765,Announcements,572
756621592,Announcements,573
147601732,Announcements,574
204873899,Announcements,575
419271646,Announcements,576
128658643,Announcements,577
807861735,Announcements,578
505792466,Announcements,579
873224266,Announcements,580
550283599,Announcements,581
087406880,Announcements,582
446816871,Announcements,583
231885469,Announcements,584
327225997,Announcements,585
770265700,Announcements,586
033161739,Announcements,587
129382077,Announcements,588
485174915,Announcements,589
271429431,Announcements,590
469723554,Announcements,591
377340982,Announcements,592
219247738,Announcements,593
608465178,Announcements,594
221799355,Announcements,595
264810214,Announcements,596
890469554,Announcements,597
489675695,Announcements,598
153607146,Announcements,599
269210025,Announcements,600
894594679,Announcements,601
969915907,Announcements,602
952484274,Announcements,603
024897126,Announcements,604
941527001,Announcements,605
608266886,Announcements,606
959533775,Announcements,607
733017154,Announcements,608
280017077,Announcements,609
186815365,Announcements,610
635310198,Announcements,611
860676126,Announcements,612
660323467,Announcements,613
863787339,Announcements,614
862910564,Announcements,615
745072215,Announcements,616
576713925,Announcements,617
580624494,Announcements,618
949786219,Announcements,619
943776328,Announcements,620
032943552,Announcements,621
711565843,Announcements,622
898191608,Announcements,623
383978366,Announcements,624
200065857,Announcements,625
211127786,Announcements,626
752158129,Announcements,627
418110517,Announcements,628
049810378,Announcements,629
528822171,Announcements,630
789147633,Announcements,631
092376513,Announcements,632
439415245,Announcements,633
443808602,Announcements,634
403255844,Announcements,635
768225392,Announcements,636
362433871,Announcements,637
850224962,Announcements,638
752508693,Announcements,639
017114116,Announcements,640
201950118,Announcements,641
263518166,Announcements,642
770265700,Announcements,643
719146633,Announcements,644
786587078,Announcements,645
024874402,Announcements,646
117319741,Announcements,647
305771879,Announcements,648
116114439,Announcements,649
560176995,Announcements,650
981198949,Announcements,651
635743075,Announcements,652
302611058,Announcements,653
095431962,Announcements,654
971925565,Announcements,655
391593954,Announcements,656
969915907,Announcements,657
078900325,Announcements,658
383861881,Announcements,659
028905619,Announcements,660
569922001,Announcements,661
471046851,Announcements,662
652847645,Announcements,663
597754353,Announcements,664
516169863,Announcements,665
970991586,Announcements,666
116114439,Announcements,667
810828693,Announcements,668
719070962,Announcements,669
446132969,Announcements,670
049810378,Announcements,671
996961281,Announcements,672
469723554,Announcements,673
459367125,Announcements,674
386674212,Announcements,675
851420918,Announcements,676
022825031,Announcements,677
062351869,Announcements,678
981198949,Announcements,679
597060428,Announcements,680
626225718,Announcements,681
882651719,Announcements,682
385816548,Announcements,683
570314882,Announcements,684
523736071,Announcements,685
144600433,Announcements,686
611371999,Announcements,687
960766683,Announcements,688
611721739,Announcements,689
867123686,Announcements,690
804629917,Announcements,691
872622494,Announcements,692
842038097,Announcements,693
564722225,Announcements,694
380540777,Announcements,695
626392700,Announcements,696
015371975,Announcements,697
996961281,Announcements,698
685289270,Announcements,699
022825031,Announcements,700
959533775,Announcements,701
061180845,Announcements,702
229081334,Announcements,703
082000655,Announcements,704
742256481,Announcements,705
555198868,Announcements,706
681215623,Announcements,707
719070962,Announcements,708
058188662,Announcements,709
129382077,Announcements,710
459367125,Announcements,711
770532085,Announcements,712
278129156,Announcements,713
047616626,Announcements,714
636934052,Announcements,715
992272162,Announcements,716
639833472,Announcements,717
768225392,Announcements,718
170125504,Announcements,719
560243495,Announcements,720
862341815,Announcements,721
913383534,Announcements,722
130526707,Announcements,723
170125504,Announcements,724
894037381,Announcements,725
662107323,Announcements,726
539281983,Announcements,727
758372460,Announcements,728
708668747,Announcements,729
209853116,Announcements,730
473682313,Announcements,731
423203338,Announcements,732
739582297,Announcements,733
524235995,Announcements,734
977542963,Announcements,735
045221707,Announcements,736
487691880,Announcements,737
867244889,Announcements,738
768225392,Announcements,739
247883123,Announcements,740
009181190,Announcements,741
766019688,Announcements,742
605356455,Announcements,743
442240499,Announcements,744
816690757,Announcements,745
133047101,Announcements,746
520670674,Announcements,747
885126211,Announcements,748
906075728,Announcements,749
182620984,Announcements,750
142257709,Announcements,751
731064331,Announcements,752
440077642,Announcements,753
358907060,Announcements,754
440077642,Announcements,755
265879557,Announcements,756
681215623,Announcements,757
383861881,Announcements,758
018760464,Announcements,759
017114116,Announcements,760
107448715,Announcements,761
335612899,Announcements,762
110597906,Announcements,763
318805881,Announcements,764
020106829,Announcements,765
985913207,Announcements,766
719070962,Announcements,767
894037381,Announcements,768
259780194,Announcements,769
279292347,Announcements,770
983148773,Announcements,771
734445293,Announcements,772
318805881,Announcements,773
357444520,Announcements,774
263819407,Announcements,775
350652952,Announcements,776
117402902,Announcements,777
095527021,Announcements,778
247956263,Announcements,779
345844602,Announcements,780
453560919,Announcements,781
204873899,Announcements,782
564223498,Announcements,783
597060428,Announcements,784
000824216,Announcements,785
921899757,Announcements,786
351368627,Announcements,787
686396464,Announcements,788
605184746,Announcements,789
061713539,Announcements,790
380540777,Announcements,791
662107323,Announcements,792
609366509,Announcements,793
888194135,Announcements,794
376475185,Announcements,795
940754796,Announcements,796
299523749,Announcements,797
358116332,Announcements,798
551593733,Announcements,799
295250257,Announcements,800
550283599,Announcements,801
347983092,Announcements,802
358040553,Announcements,803
960766683,Announcements,804
194536467,Announcements,805
231122457,Announcements,806
992089248,Announcements,807
807861735,Announcements,808
284856317,Announcements,809
495158079,Announcements,810
162631453,Announcements,811
626125772,Announcements,812
719379389,Announcements,813
061713539,Announcements,814
525391059,Announcements,815
047891708,Announcements,816
640991861,Announcements,817
209019351,Announcements,818
002070472,Announcements,819
573645414,Announcements,820
702624878,Announcements,821
923032923,Announcements,822
100335463,Announcements,823
115962946,Announcements,824
555198868,Announcements,825
808252449,Announcements,826
537409968,Announcements,827
672719556,Announcements,828
765888198,Announcements,829
525837449,Announcements,830
866267493,Announcements,831
255573095,Announcements,832
392310933,Announcements,833
440095447,Announcements,834
932000843,Announcements,835
397499061,Announcements,836
276448742,Announcements,837
151368594,Announcements,838
411114746,Announcements,839
949773409,Announcements,840
802174985,Announcements,841
496956186,Announcements,842
500221046,Announcements,843
801892732,Announcements,844
933079674,Announcements,845
103747374,Announcements,846
294866175,Announcements,847
540596484,Announcements,848
219104989,Announcements,849
807951773,Announcements,850
317534242,Announcements,851
211127786,Announcements,852
706567925,Announcements,853
986275815,Announcements,854
761193248,Announcements,855
033161739,Announcements,856
866318517,Announcements,857
012981051,Announcements,858
687500122,Announcements,859
754100540,Announcements,860
980783596,Announcements,861
014005065,Announcements,862
314110804,Announcements,863
406660923,Announcements,864
406660923,Announcements,865
241213430,Announcements,866
082000655,Announcements,867
211127786,Announcements,868
061180845,Announcements,869
807617134,Announcements,870
543512267,Announcements,871
443808602,Announcements,872
739582297,Announcements,873
116789418,Announcements,874
972350803,Announcements,875
992272162,Announcements,876
943555442,Announcements,877
075717905,Announcements,878
626225718,Announcements,879
761193248,Announcements,880
392310933,Announcements,881
016505530,Announcements,882
890969724,Announcements,883
811432956,Announcements,884
639833472,Announcements,885
260511870,Announcements,886
855524902,Announcements,887
932000843,Announcements,888
659736044,Announcements,889
328877670,Announcements,890
719379389,Announcements,891
081728433,Announcements,892
018161780,Announcements,893
797515777,Announcements,894
022825031,Announcements,895
678936616,Announcements,896
514448179,Announcements,897
179779530,Announcements,898
551215316,Announcements,899
247956263,Announcements,900
466486654,Announcements,901
720449741,Announcements,902
652445512,Announcements,903
710906231,Announcements,904
225106556,Announcements,905
672719556,Announcements,906
260454043,Announcements,907
121806052,Announcements,908
241213430,Announcements,909
505110252,Announcements,910
434167499,Announcements,911
311406006,Announcements,912
654664525,Announcements,913
033161739,Announcements,914
828537513,Announcements,915
231885469,Announcements,916
039523069,Announcements,917
648449677,Announcements,918
486821956,Announcements,919
341301511,Announcements,920
719379389,Announcements,921
520670674,Announcements,922
918808779,Announcements,923
419271646,Announcements,924
825094235,Announcements,925
281912123,Announcements,926
661170061,Announcements,927
442240499,Announcements,928
317744035,Announcements,929
710906231,Announcements,930
827804966,Announcements,931
412542576,Announcements,932
673008391,Announcements,933
784832769,Announcements,934
943776328,Announcements,935
221799355,Announcements,936
418110517,Announcements,937
597779205,Announcements,938
786587078,Announcements,939
828537513,Announcements,940
510313897,Announcements,941
328670390,Announcements,942
728202745,Announcements,943
830295646,Announcements,944
236792183,Announcements,945
062351869,Announcements,946
862910564,Announcements,947
104869328,Announcements,948
585935374,Announcements,949
143327192,Announcements,950
170125504,Announcements,951
385735637,Announcements,952
428811114,Announcements,953
863003871,Announcements,954
002675952,Announcements,955
564722225,Announcements,956
731064331,Announcements,957
317173284,Announcements,958
047616626,Announcements,959
428811114,Announcements,960
125438252,Announcements,961
666106654,Announcements,962
648449677,Announcements,963
107448715,Announcements,964
565083593,Announcements,965
970991586,Announcements,966
066775658,Announcements,967
073372950,Announcements,968
523736071,Announcements,969
645705210,Announcements,970
543709257,Announcements,971
483022715,Announcements,972
570964392,Announcements,973
178210899,Announcements,974
968728845,Announcements,975
708668747,Announcements,976
815818301,Announcements,977
727186286,Announcements,978
201737043,Announcements,979
052957237,Announcements,980
264810214,Announcements,981
034998466,Announcements,982
473653499,Announcements,983
980783596,Announcements,984
058188662,Announcements,985
866318517,Announcements,986
418732687,Announcements,987
439074790,Announcements,988
862341815,Announcements,989
017114116,Announcements,990
562735726,Announcements,991
328877670,Announcements,992
423866375,Announcements,993
161604557,Announcements,994
957285362,Announcements,995
311472499,Announcements,996
543512267,Announcements,997
652416559,Announcements,998
394761269,Announcements,999
092376513,Announcements,1000
559358149,Chores,1
040910850,Chores,2
600244101,Chores,3
391593954,Chores,4
314110804,Chores,5
807951773,Chores,6
201950118,Chores,7
752158129,Chores,8
081399454,Chores,9
294866175,Chores,10
617845920,Chores,11
867244889,Chores,12
440095447,Chores,13
119885572,Chores,14
328670390,Chores,15
020686959,Chores,16
209853116,Chores,17
407793113,Chores,18
281904207,Chores,19
871301848,Chores,20
770265700,Chores,21
417446645,Chores,22
535879197,Chores,23
565772044,Chores,24
588180501,Chores,25
818821746,Chores,26
887004501,Chores,27
621775433,Chores,28
381833875,Chores,29
495158079,Chores,30
315826201,Chores,31
611721739,Chores,32
500655545,Chores,33
675122839,Chores,34
074040626,Chores,35
171253035,Chores,36
239607516,Chores,37
166638529,Chores,38
811132286,Chores,39
267008970,Chores,40
327225997,Chores,41
516169863,Chores,42
196756353,Chores,43
689099858,Chores,44
466486654,Chores,45
532051752,Chores,46
835983747,Chores,47
532860668,Chores,48
959533775,Chores,49
293479313,Chores,50
135985058,Chores,51
095431962,Chores,52
260454043,Chores,53
335141342,Chores,54
049426216,Chores,55
034998466,Chores,56
418732687,Chores,57
334073776,Chores,58
100335463,Chores,59
033161739,Chores,60
116789418,Chores,61
053824737,Chores,62
991561756,Chores,63
253513340,Chores,64
719286014,Chores,65
263875987,Chores,66
120109825,Chores,67
255896305,Chores,68
033161739,Chores,69
678936616,Chores,70
026950396,Chores,71
406660923,Chores,72
229971094,Chores,73
660323467,Chores,74
668529305,Chores,75
990690836,Chores,76
385877364,Chores,77
446816871,Chores,78
561933550,Chores,79
738423186,Chores,80
116789418,Chores,81
719146633,Chores,82
798486511,Chores,83
984638008,Chores,84
681856736,Chores,85
496718901,Chores,86
495158079,Chores,87
816690757,Chores,88
373389465,Chores,89
786639294,Chores,90
280017077,Chores,91
583314118,Chores,92
505792466,Chores,93
525837449,Chores,94
505110252,Chores,95
524235995,Chores,96
144256871,Chores,97
796126918,Chores,98
866318517,Chores,99
385735637,Chores,100
136677787,Chores,101
341301511,Chores,102
932759915,Chores,103
037752878,Chores,104
341658906,Chores,105
388351501,Chores,106
253513340,Chores,107
053594577,Chores,108
459367125,Chores,109
830295646,Chores,110
452805559,Chores,111
897000613,Chores,112
209853116,Chores,113
732501707,Chores,114
209019351,Chores,115
851899360,Chores,116
466486654,Chores,117
122379561,Chores,118
072165440,Chores,119
388351501,Chores,120
402968085,Chores,121
144600433,Chores,122
525837449,Chores,123
510313897,Chores,124
845643291,Chores,125
811432956,Chores,126
271635459,Chores,127
915997193,Chores,128
543709257,Chores,129
353856698,Chores,130
652445512,Chores,131
621225533,Chores,132
625430991,Chores,133
687802825,Chores,134
159169179,Chores,135
804629917,Chores,136
704023361,Chores,137
851899360,Chores,138
980783596,Chores,139
525837449,Chores,140
028905619,Chores,141
249635664,Chores,142
463984617,Chores,143
586160170,Chores,144
267008970,Chores,145
104869328,Chores,146
073372950,Chores,147
540596484,Chores,148
971739178,Chores,149
550283599,Chores,150
927362083,Chores,151
353856698,Chores,152
681107173,Chores,153
551215316,Chores,154
401263684,Chores,155
428811114,Chores,156
906174156,Chores,157
293614497,Chores,158
810828693,Chores,159
597779205,Chores,160
215922586,Chores,161
037752878,Chores,162
689099858,Chores,163
412542576,Chores,164
315826201,Chores,165
386674212,Chores,166
485344529,Chores,167
532051752,Chores,168
601108303,Chores,169
474505687,Chores,170
986275815,Chores,171
952425516,Chores,172
720326814,Chores,173
687039556,Chores,174
811132286,Chores,175
463984617,Chores,176
403790958,Chores,177
463984617,Chores,178
605064573,Chores,179
711565843,Chores,180
287167677,Chores,181
320664765,Chores,182
265020582,Chores,183
000824216,Chores,184
466486654,Chores,185
320664765,Chores,186
338076575,Chores,187
551662926,Chores,188
185891412,Chores,189
225106556,Chores,190
572508408,Chores,191
996961281,Chores,192
995483389,Chores,193
281741752,Chores,194
648449677,Chores,195
466822615,Chores,196
991392499,Chores,197
087458946,Chores,198
639833472,Chores,199
255198104,Chores,200
677776137,Chores,201
471046851,Chores,202
896433155,Chores,203
489675695,Chores,204
279292347,Chores,205
464406990,Chores,206
009423753,Chores,207
022825031,Chores,208
927362083,Chores,209
500221046,Chores,210
066775658,Chores,211
182620984,Chores,212
804629917,Chores,213
802232059,Chores,214
327225997,Chores,215
689099858,Chores,216
656002783,Chores,217
950106383,Chores,218
438516472,Chores,219
791085507,Chores,220
385877364,Chores,221
740872313,Chores,222
102328800,Chores,223
956744264,Chores,224
445245558,Chores,225
563111540,Chores,226
828606034,Chores,227
957285362,Chores,228
968595682,Chores,229
471568025,Chores,230
178210899,Chores,231
269210025,Chores,232
143978604,Chores,233
180429765,Chores,234
062395479,Chores,235
824722032,Chores,236
856413207,Chores,237
549963652,Chores,238
992089248,Chores,239
505318184,Chores,240
025497965,Chores,241
855524902,Chores,242
425307349,Chores,243
176498699,Chores,244
054281829,Chores,245
927362083,Chores,246
758372460,Chores,247
418732687,Chores,248
873224266,Chores,249
521438175,Chores,250
100335463,Chores,251
107896757,Chores,252
136677787,Chores,253
301155166,Chores,254
314110804,Chores,255
952425516,Chores,256
058454827,Chores,257
333832610,Chores,258
608266886,Chores,259
261837029,Chores,260
621775433,Chores,261
745072215,Chores,262
719286014,Chores,263
020686959,Chores,264
033012701,Chores,265
564722225,Chores,266
163376063,Chores,267
856413207,Chores,268
611721739,Chores,269
882651719,Chores,270
799114607,Chores,271
640991861,Chores,272
061713539,Chores,273
657210162,Chores,274
752508693,Chores,275
975003349,Chores,276
662107323,Chores,277
364111822,Chores,278
000824216,Chores,279
260511870,Chores,280
317744035,Chores,281
521438175,Chores,282
486821956,Chores,283
095527021,Chores,284
303017057,Chores,285
317534242,Chores,286
350652952,Chores,287
407427465,Chores,288
689084425,Chores,289
015371975,Chores,290
656002783,Chores,291
104869328,Chores,292
061713539,Chores,293
000425698,Chores,294
949773409,Chores,295
845902065,Chores,296
169657594,Chores,297
